Neuron1	Neuron2	Type	Nbr
HSNR	ASHR	Rp	1
PVPR	ASHR	Rp	1
PVPR	ASHR	Sp	1
RIAR	ASHR	Rp	2
RIFR	ASHR	Sp	2
RMGR	ASHR	Rp	2
RMGR	ASHR	Sp	1
AIBL	ASIL	R	1
AIYL	ASIL	Rp	2
AIZL	ASIL	Rp	1
ASER	ASIL	R	1
AIAL	ASIL	EJ	2
ASIR	ASIL	EJ	1
ASKL	ASIL	R	2
AWCL	ASIL	R	1
AWCL	ASIL	Rp	1
AWCR	ASIL	R	1
AWCR	ASIL	Rp	1
RIBL	ASIL	Rp	1
AIAL	ASIR	Rp	1
AIAR	ASIR	R	1
AIAR	ASIR	Rp	2
AIBR	ASIR	Rp	1
ASEL	ASIR	R	2
ASHR	ASIR	R	1
AIAR	ASIR	EJ	2
ASIL	ASIR	EJ	1
AWCL	ASIR	Rp	1
AWCR	ASIR	R	1
AWCR	ASIR	Rp	1
ASJR	ASJL	EJ	1
ASKL	ASJL	Rp	4
AVFR	ASJL	Sp	1
HSNL	ASJL	Rp	1
HSNR	ASJL	Rp	1
PVQL	ASJL	R	8
PVQL	ASJL	Rp	6
PVQL	ASJL	Sp	1
AIMR	ASJR	Sp	2
ASJL	ASJR	EJ	1
ASKR	ASJR	R	1
ASKR	ASJR	Rp	3
HSNL	ASJR	S	1
HSNR	ASJR	Rp	1
PVQR	ASJR	R	9
PVQR	ASJR	Rp	4
AIAL	ASKL	R	7
AIAL	ASKL	Rp	4
AIAL	ASKL	S	2
AIAL	ASKL	Sp	1
AIBL	ASKL	Rp	2
AIML	ASKL	Rp	2
AIML	ASKL	Sp	2
ASGL	ASKL	Sp	1
ASHL	ASKL	Sp	1
ASIL	ASKL	S	2
ASJL	ASKL	Sp	4
ASKR	ASKL	EJ	1
PVQL	ASKL	EJ	5
RMGL	ASKL	EJ	1
AVFR	ASKL	Sp	1
HSNL	ASKL	Sp	1
PVQL	ASKL	Sp	4
AIAR	ASKR	R	8
AIAR	ASKR	Rp	3
AIMR	ASKR	Rp	1
AIMR	ASKR	Sp	3
ASJR	ASKR	S	1
ASJR	ASKR	Sp	3
ASHR	ASKR	EJ	1
ASKL	ASKR	EJ	1
PVQR	ASKR	EJ	4
RMGR	ASKR	EJ	1
AWAR	ASKR	Rp	1
CEPVR	ASKR	Rp	1
PVQR	ASKR	Sp	4
RIFR	ASKR	Rp	1
ADFL	AUAL	S	1
ADFL	AUAL	Sp	4
AINR	AUAL	EJ	1
AUAR	AUAL	EJ	1
AWBL	AUAL	EJ	1
AVAL	AUAL	R	1
AVAL	AUAL	Rp	2
AVDR	AUAL	Rp	1
AVEL	AUAL	Rp	3
DVA	AUAL	Sp	1
IL2DL	AUAL	S	1
RIAL	AUAL	Rp	5
RIBL	AUAL	R	2
RIBL	AUAL	Rp	7
RIBL	AUAL	Sp	1
RIR	AUAL	Sp	1
URXL	AUAL	S	1
URXL	AUAL	Sp	4
ADFR	AUAR	Sp	4
AINL	AUAR	Sp	1
AINR	AUAR	Sp	1
AIYR	AUAR	Rp	1
AINL	AUAR	EJ	1
AUAL	AUAR	EJ	1
AWBR	AUAR	EJ	1
AVAR	AUAR	R	1
AVER	AUAR	R	1
AVER	AUAR	Rp	3
AWAR	AUAR	S	1
DVA	AUAR	Sp	1
RIAR	AUAR	R	1
RIAR	AUAR	Rp	5
RIBR	AUAR	R	4
RIBR	AUAR	Rp	9
RIH	AUAR	Sp	1
URXR	AUAR	R	1
URXR	AUAR	S	1
URXR	AUAR	Sp	3
ADAR	AVAL	Sp	1
ADEL	AVAL	Sp	2
ADER	AVAL	S	1
ADER	AVAL	Sp	4
ADLL	AVAL	Sp	2
AIBL	AVAL	Sp	2
ALA	AVAL	Sp	1
AQR	AVAL	S	1
AQR	AVAL	Sp	1
AS02	AVAL	Rp	1
AS03	AVAL	Rp	1
AS04	AVAL	R	1
AS05	AVAL	Rp	3
AS07	AVAL	R	7
AS07	AVAL	Rp	1
AS08	AVAL	R	5
AS09	AVAL	R	8
AS10	AVAL	Rp	2
AS11	AVAL	Rp	4
ASHL	AVAL	Sp	2
AUAL	AVAL	S	1
AUAL	AVAL	Sp	2
AS01	AVAL	EJ	3
AS03	AVAL	EJ	2
AS05	AVAL	EJ	1
AS06	AVAL	EJ	1
AS07	AVAL	EJ	6
AS08	AVAL	EJ	4
AS09	AVAL	EJ	4
AS10	AVAL	EJ	1
AVAR	AVAL	EJ	5
AVJL	AVAL	EJ	2
DA01	AVAL	EJ	2
DA02	AVAL	EJ	2
DA04	AVAL	EJ	3
DA05	AVAL	EJ	1
DA06	AVAL	EJ	10
DA07	AVAL	EJ	2
DB06	AVAL	EJ	3
FLPL	AVAL	EJ	1
LUAL	AVAL	EJ	1
PVCL	AVAL	EJ	2
PVCR	AVAL	EJ	5
PVPL	AVAL	EJ	1
RIMR	AVAL	EJ	3
SABD	AVAL	EJ	4
SABVR	AVAL	EJ	1
SDQR	AVAL	EJ	1
URYDL	AVAL	EJ	1
URYVR	AVAL	EJ	1
VA01	AVAL	EJ	3
VA02	AVAL	EJ	4
VA03	AVAL	EJ	1
VA04	AVAL	EJ	1
VA05	AVAL	EJ	5
VA06	AVAL	EJ	6
VA07	AVAL	EJ	2
VA08	AVAL	EJ	10
VA09	AVAL	EJ	1
VA10	AVAL	EJ	1
VA11	AVAL	EJ	1
VB09	AVAL	EJ	5
AVAR	AVAL	Rp	2
AVAR	AVAL	Sp	1
AVBL	AVAL	S	6
AVBL	AVAL	Sp	1
AVBR	AVAL	Rp	1
AVBR	AVAL	S	5
AVBR	AVAL	Sp	1
AVDL	AVAL	R	1
AVDL	AVAL	S	1
AVDL	AVAL	Sp	12
AVDR	AVAL	S	3
AVDR	AVAL	Sp	13
AVEL	AVAL	S	2
AVEL	AVAL	Sp	10
AVER	AVAL	S	2
AVER	AVAL	Sp	5
AVHL	AVAL	Rp	1
AVJR	AVAL	Sp	1
AWCL	AVAL	Sp	1
BAGR	AVAL	S	1
BAGR	AVAL	Sp	1
BDUR	AVAL	Sp	3
DA01	AVAL	R	1
DA01	AVAL	Rp	1
DA02	AVAL	R	1
DA02	AVAL	Rp	1
DA03	AVAL	R	1
DA03	AVAL	Rp	5
DA04	AVAL	R	1
DA04	AVAL	Rp	6
DA05	AVAL	R	2
DA05	AVAL	Rp	5
DA06	AVAL	Rp	11
DA07	AVAL	Rp	2
DA08	AVAL	Rp	4
DA09	AVAL	R	2
DA09	AVAL	Rp	1
DB05	AVAL	R	1
DB05	AVAL	Rp	1
DB06	AVAL	Rp	1
DVA	AVAL	Sp	3
DVC	AVAL	Sp	5
FLPL	AVAL	S	4
FLPL	AVAL	Sp	10
FLPR	AVAL	S	2
FLPR	AVAL	Sp	10
LUAL	AVAL	Rp	1
LUAL	AVAL	Sp	5
LUAR	AVAL	Sp	3
PHBL	AVAL	Sp	9
PHBR	AVAL	Sp	7
PHCL	AVAL	Sp	1
PLMR	AVAL	S	1
PLMR	AVAL	Sp	3
PQR	AVAL	S	3
PQR	AVAL	Sp	5
PVCL	AVAL	R	3
PVCL	AVAL	Rp	7
PVCL	AVAL	S	1
PVCL	AVAL	Sp	1
PVCR	AVAL	R	2
PVCR	AVAL	Rp	4
PVCR	AVAL	S	2
PVCR	AVAL	Sp	5
PVDL	AVAL	Sp	6
PVDR	AVAL	Sp	6
PVNL	AVAL	Sp	2
PVNR	AVAL	S	2
PVNR	AVAL	Sp	2
PVPL	AVAL	S	1
PVPL	AVAL	Sp	1
PVPR	AVAL	Sp	1
RIBL	AVAL	S	1
RIBL	AVAL	Sp	1
RICL	AVAL	Sp	5
RICR	AVAL	Sp	5
RIML	AVAL	Sp	1
RIMR	AVAL	Sp	2
RMGL	AVAL	Sp	1
SAADL	AVAL	Sp	6
SAAVL	AVAL	S	1
SAAVL	AVAL	Sp	16
SDQL	AVAL	S	1
SDQL	AVAL	Sp	1
SDQR	AVAL	Sp	2
SMBDR	AVAL	Sp	1
URYVR	AVAL	Sp	1
VA02	AVAL	Rp	1
VA02	AVAL	S	1
VA03	AVAL	Rp	2
VA04	AVAL	Rp	2
VA05	AVAL	Rp	3
VA06	AVAL	Rp	4
VA08	AVAL	R	6
VA08	AVAL	Rp	3
VA09	AVAL	R	7
VA10	AVAL	Rp	5
VA11	AVAL	Rp	6
VA12	AVAL	Rp	2
VD06	AVAL	S	1
ADAL	AVAR	Sp	2
ADEL	AVAR	Sp	3
ADER	AVAR	Rp	1
ADER	AVAR	Sp	1
ADLL	AVAR	Sp	3
ADLR	AVAR	Sp	2
AIBR	AVAR	Sp	1
AQR	AVAR	S	1
AQR	AVAR	Sp	2
AS01	AVAR	Rp	1
AS02	AVAR	R	1
AS02	AVAR	Rp	1
AS03	AVAR	Rp	1
AS04	AVAR	Rp	1
AS05	AVAR	Rp	1
AS06	AVAR	Rp	2
AS07	AVAR	R	3
AS08	AVAR	R	5
AS08	AVAR	Rp	1
AS09	AVAR	R	3
AS09	AVAR	Rp	2
AS09	AVAR	S	1
AS10	AVAR	Rp	1
AS11	AVAR	Rp	6
ASHR	AVAR	S	1
ASHR	AVAR	Sp	4
AUAR	AVAR	S	1
AVAL	AVAR	Rp	1
AVAL	AVAR	Sp	2
AS01	AVAR	EJ	2
AS03	AVAR	EJ	1
AS05	AVAR	EJ	1
AS06	AVAR	EJ	1
AS07	AVAR	EJ	5
AS08	AVAR	EJ	3
AS09	AVAR	EJ	1
AS10	AVAR	EJ	1
AVAL	AVAR	EJ	5
DA01	AVAR	EJ	6
DA02	AVAR	EJ	2
DA03	AVAR	EJ	2
DA04	AVAR	EJ	2
DA05	AVAR	EJ	5
DA06	AVAR	EJ	2
DA08	AVAR	EJ	1
DB05	AVAR	EJ	2
PVCR	AVAR	EJ	3
RIML	AVAR	EJ	2
RIMR	AVAR	EJ	1
SABVL	AVAR	EJ	3
SABVR	AVAR	EJ	1
URYDR	AVAR	EJ	1
URYVL	AVAR	EJ	1
VA03	AVAR	EJ	2
VA04	AVAR	EJ	3
VA05	AVAR	EJ	3
VA06	AVAR	EJ	2
VA07	AVAR	EJ	4
VA08	AVAR	EJ	4
VA10	AVAR	EJ	1
VA11	AVAR	EJ	7
VA12	AVAR	EJ	1
VB09	AVAR	EJ	4
AVBL	AVAR	R	1
AVBL	AVAR	S	5
AVBL	AVAR	Sp	2
AVBR	AVAR	S	5
AVBR	AVAR	Sp	2
AVDL	AVAR	R	1
AVDL	AVAR	S	2
AVDL	AVAR	Sp	17
AVDR	AVAR	Rp	2
AVDR	AVAR	S	1
AVDR	AVAR	Sp	14
AVEL	AVAR	Rp	2
AVEL	AVAR	S	4
AVEL	AVAR	Sp	3
AVER	AVAR	Rp	2
AVER	AVAR	Sp	16
AVG	AVAR	S	1
AVG	AVAR	Sp	2
AVJL	AVAR	Sp	1
AVJR	AVAR	Sp	1
BAGL	AVAR	S	1
BAGL	AVAR	Sp	1
DA01	AVAR	R	1
DA01	AVAR	Rp	1
DA02	AVAR	Rp	2
DA03	AVAR	R	1
DA03	AVAR	Rp	2
DA04	AVAR	R	2
DA04	AVAR	Rp	4
DA05	AVAR	Rp	2
DA06	AVAR	R	2
DA06	AVAR	Rp	9
DA07	AVAR	Rp	3
DA08	AVAR	R	1
DA08	AVAR	Rp	7
DA09	AVAR	Rp	2
DB03	AVAR	Rp	1
DB05	AVAR	Rp	1
DB06	AVAR	R	2
DB06	AVAR	Rp	3
DVA	AVAR	Sp	1
DVC	AVAR	Sp	7
FLPL	AVAR	Sp	17
FLPR	AVAR	Sp	5
LUAL	AVAR	Rp	1
LUAL	AVAR	S	1
LUAL	AVAR	Sp	5
LUAR	AVAR	Rp	3
LUAR	AVAR	Sp	7
PDEL	AVAR	Rp	1
PDER	AVAR	Rp	1
PHBL	AVAR	Sp	6
PHBR	AVAR	Sp	7
PLMR	AVAR	Sp	1
PQR	AVAR	S	2
PQR	AVAR	Sp	9
PVCL	AVAR	R	2
PVCL	AVAR	Rp	5
PVCL	AVAR	Sp	4
PVCR	AVAR	Rp	5
PVCR	AVAR	Sp	7
PVDL	AVAR	Sp	6
PVDR	AVAR	Sp	9
PVPL	AVAR	S	1
PVPL	AVAR	Sp	1
PVPR	AVAR	Sp	2
PVWR	AVAR	Sp	1
RIBR	AVAR	S	2
RICL	AVAR	Sp	6
RICR	AVAR	Sp	5
RIGL	AVAR	Rp	1
RMGR	AVAR	Sp	1
SAADR	AVAR	Sp	3
SAAVR	AVAR	S	4
SAAVR	AVAR	Sp	9
SABD	AVAR	Rp	1
SABVL	AVAR	R	1
SABVL	AVAR	Rp	2
SDQL	AVAR	Sp	3
SMBDL	AVAR	Sp	1
VA02	AVAR	R	1
VA02	AVAR	Rp	1
VA03	AVAR	R	1
VA03	AVAR	Rp	4
VA04	AVAR	Rp	2
VA05	AVAR	Rp	1
VA06	AVAR	Rp	3
VA08	AVAR	R	9
VA08	AVAR	Rp	3
VA09	AVAR	R	4
VA09	AVAR	Rp	2
VA10	AVAR	Rp	4
VA11	AVAR	Rp	8
VD05	AVAR	S	1
VD11	AVAR	S	2
VD13	AVAR	Rp	2
VD13	AVAR	S	2
ADAL	AVBL	Sp	4
ADAR	AVBL	S	1
ADAR	AVBL	Sp	1
ADLL	AVBL	S	2
ADLL	AVBL	Sp	2
ADLR	AVBL	S	1
AIBL	AVBL	S	1
AIBL	AVBL	Sp	4
AQR	AVBL	S	1
AQR	AVBL	Sp	2
AS03	AVBL	R	1
AS04	AVBL	R	1
AS05	AVBL	R	1
AS06	AVBL	R	1
AS09	AVBL	R	1
AS10	AVBL	R	1
ASHL	AVBL	Sp	6
AVAL	AVBL	R	6
AVAL	AVBL	Rp	1
AVAR	AVBL	R	5
AVAR	AVBL	Rp	2
AVAR	AVBL	S	1
AQR	AVBL	EJ	1
AS07	AVBL	EJ	2
AVBR	AVBL	EJ	3
DB03	AVBL	EJ	1
DB04	AVBL	EJ	1
DB05	AVBL	EJ	1
DB06	AVBL	EJ	2
DB07	AVBL	EJ	2
DVA	AVBL	EJ	1
RIBL	AVBL	EJ	1
RIBR	AVBL	EJ	1
RID	AVBL	EJ	1
SDQR	AVBL	EJ	1
SIBVL	AVBL	EJ	1
VB01	AVBL	EJ	1
VB02	AVBL	EJ	3
VB04	AVBL	EJ	1
VB05	AVBL	EJ	1
VB06	AVBL	EJ	1
VB07	AVBL	EJ	2
VB08	AVBL	EJ	7
VB09	AVBL	EJ	1
VB10	AVBL	EJ	2
VB11	AVBL	EJ	2
AVBR	AVBL	Rp	1
AVBR	AVBL	Sp	1
AVDL	AVBL	Rp	1
AVDR	AVBL	Rp	2
AVDR	AVBL	S	1
AVEL	AVBL	R	1
AVER	AVBL	Rp	2
AVFL	AVBL	Sp	1
AVFR	AVBL	Sp	1
AVG	AVBL	S	1
AVG	AVBL	Sp	1
AVHL	AVBL	S	1
AVHR	AVBL	Sp	2
AVJL	AVBL	Sp	1
AVJR	AVBL	S	1
AVJR	AVBL	Sp	2
AVKL	AVBL	Sp	1
AVL	AVBL	R	1
AVM	AVBL	Sp	6
AWBL	AVBL	S	1
DVA	AVBL	Sp	1
DVC	AVBL	Sp	1
FLPL	AVBL	S	1
FLPL	AVBL	Sp	3
FLPR	AVBL	Sp	5
PVCL	AVBL	Sp	5
PVCR	AVBL	S	2
PVCR	AVBL	Sp	6
PVNR	AVBL	Rp	1
PVNR	AVBL	Sp	1
PVPL	AVBL	S	2
PVPL	AVBL	Sp	3
PVPR	AVBL	Sp	4
PVQR	AVBL	Sp	1
PVR	AVBL	Sp	4
RIFL	AVBL	Sp	10
RIFR	AVBL	Sp	1
RIML	AVBL	Sp	2
RIMR	AVBL	Sp	2
SDQR	AVBL	S	2
SDQR	AVBL	Sp	4
URBL	AVBL	S	1
URXL	AVBL	Sp	1
URXR	AVBL	Sp	1
VA02	AVBL	R	1
VA07	AVBL	R	1
VA10	AVBL	R	1
VB02	AVBL	R	1
VC03	AVBL	R	1
VC04	AVBL	S	1
ADAL	AVBR	S	2
ADAL	AVBR	Sp	5
ADAR	AVBR	Sp	5
ADLR	AVBR	S	2
AIBR	AVBR	Sp	3
AIML	AVBR	Sp	2
AQR	AVBR	Sp	4
AS01	AVBR	R	1
AS03	AVBR	R	1
AS04	AVBR	R	1
AS05	AVBR	Rp	1
AS06	AVBR	R	1
AS07	AVBR	Rp	1
AS10	AVBR	R	1
ASHR	AVBR	Sp	3
AVAL	AVBR	R	5
AVAL	AVBR	Rp	1
AVAL	AVBR	Sp	1
AVAR	AVBR	R	5
AVAR	AVBR	Rp	2
AVBL	AVBR	Rp	1
AVBL	AVBR	Sp	1
AS06	AVBR	EJ	1
AS07	AVBR	EJ	2
AVBL	AVBR	EJ	3
DB01	AVBR	EJ	3
DB02	AVBR	EJ	1
DB03	AVBR	EJ	1
DB04	AVBR	EJ	1
DB05	AVBR	EJ	1
DB06	AVBR	EJ	1
DB07	AVBR	EJ	1
DD01	AVBR	EJ	1
DVA	AVBR	EJ	1
PVNL	AVBR	EJ	2
RIBL	AVBR	EJ	1
RIBR	AVBR	EJ	1
RID	AVBR	EJ	2
SIBVL	AVBR	EJ	1
VA08	AVBR	EJ	1
VA09	AVBR	EJ	1
VB02	AVBR	EJ	1
VB03	AVBR	EJ	1
VB04	AVBR	EJ	1
VB06	AVBR	EJ	2
VB07	AVBR	EJ	2
VB08	AVBR	EJ	3
VB09	AVBR	EJ	6
VB10	AVBR	EJ	1
VB11	AVBR	EJ	1
VD10	AVBR	EJ	1
AVFL	AVBR	Sp	2
AVFR	AVBR	S	3
AVFR	AVBR	Sp	2
AVG	AVBR	S	2
AVHL	AVBR	Sp	1
AVHR	AVBR	Sp	1
AVJL	AVBR	Sp	4
AVJR	AVBR	Sp	1
AVM	AVBR	S	2
AVM	AVBR	Sp	4
AWBR	AVBR	Sp	2
DA05	AVBR	Rp	1
FLPL	AVBR	S	1
FLPL	AVBR	Sp	4
FLPR	AVBR	Sp	1
HSNR	AVBR	R	1
PVCL	AVBR	S	1
PVCL	AVBR	Sp	11
PVCR	AVBR	Sp	6
PVNL	AVBR	S	1
PVNR	AVBR	Sp	2
PVPL	AVBR	Sp	6
PVPR	AVBR	Sp	5
PVR	AVBR	Sp	4
RIBL	AVBR	Sp	1
RIFL	AVBR	Sp	1
RIFR	AVBR	S	3
RIFR	AVBR	Sp	14
RIML	AVBR	Sp	3
RIMR	AVBR	S	1
RIMR	AVBR	Sp	4
RMGL	AVBR	Sp	2
RMGR	AVBR	Sp	1
SDQR	AVBR	Sp	4
URBR	AVBR	Sp	1
URXR	AVBR	Sp	2
URYVL	AVBR	Sp	1
VA04	AVBR	Rp	1
VA09	AVBR	R	1
VD03	AVBR	R	1
ADAL	AVDL	Sp	1
ADLL	AVDL	Sp	1
ADLR	AVDL	S	1
ADLR	AVDL	Sp	4
AIML	AVDL	Sp	1
AQR	AVDL	Sp	1
AS01	AVDL	R	1
AS04	AVDL	Rp	1
AS05	AVDL	R	1
AS10	AVDL	Rp	1
AS11	AVDL	Rp	2
ASHL	AVDL	Sp	2
ASHR	AVDL	S	1
ASHR	AVDL	Sp	4
AVAL	AVDL	R	1
AVAL	AVDL	Rp	12
AVAL	AVDL	S	1
AVAR	AVDL	R	2
AVAR	AVDL	Rp	17
AVAR	AVDL	S	1
AVBL	AVDL	Sp	1
ADAR	AVDL	EJ	2
AVM	AVDL	EJ	2
FLPL	AVDL	EJ	1
FLPR	AVDL	EJ	1
AVDR	AVDL	Sp	2
AVHL	AVDL	Sp	1
AVJL	AVDL	Sp	1
AVJR	AVDL	Sp	1
DA01	AVDL	Rp	1
DA02	AVDL	R	1
DA03	AVDL	R	4
DA04	AVDL	R	1
DA04	AVDL	Rp	1
DA05	AVDL	Rp	1
DA08	AVDL	R	1
FLPL	AVDL	Sp	6
FLPR	AVDL	S	2
FLPR	AVDL	Sp	8
LUAL	AVDL	Rp	1
LUAL	AVDL	Sp	4
LUAR	AVDL	Sp	1
PHBL	AVDL	Sp	1
PHBR	AVDL	Sp	1
PLMR	AVDL	S	1
PQR	AVDL	Sp	7
PVCL	AVDL	Rp	1
PVCL	AVDL	Sp	5
PVCR	AVDL	Sp	5
PVNL	AVDL	Sp	3
RMGR	AVDL	Sp	1
SABD	AVDL	R	1
SABD	AVDL	Rp	1
SABVL	AVDL	Rp	1
SABVR	AVDL	Rp	1
VA04	AVDL	S	1
VA05	AVDL	R	1
VA05	AVDL	Rp	1
ADER	AVDR	Sp	2
ADLL	AVDR	Sp	4
ADLR	AVDR	Sp	2
AIML	AVDR	Sp	1
AIMR	AVDR	Sp	1
ALML	AVDR	Sp	1
AQR	AVDR	Sp	1
AS05	AVDR	R	1
AS10	AVDR	R	1
ASHL	AVDR	S	2
ASHL	AVDR	Sp	2
ASHR	AVDR	Sp	1
AUAL	AVDR	Sp	1
AVAL	AVDR	R	3
AVAL	AVDR	Rp	13
AVAR	AVDR	R	1
AVAR	AVDR	Rp	14
AVAR	AVDR	Sp	2
AVBL	AVDR	R	1
AVBL	AVDR	Sp	2
AVDL	AVDR	Rp	2
ADAL	AVDR	EJ	2
ADLL	AVDR	EJ	1
AVJL	AVDR	EJ	2
FLPR	AVDR	EJ	1
AVER	AVDR	Sp	1
AVG	AVDR	S	1
AVHR	AVDR	Sp	1
AVJR	AVDR	S	1
AVJR	AVDR	Sp	2
DA01	AVDR	Rp	2
DA02	AVDR	R	1
DA03	AVDR	R	1
DA03	AVDR	Rp	1
DA04	AVDR	R	1
DA04	AVDR	Rp	1
DA05	AVDR	R	2
DA08	AVDR	Rp	1
DA09	AVDR	R	1
DB04	AVDR	R	1
DVC	AVDR	R	1
FLPL	AVDR	Sp	13
FLPR	AVDR	Sp	1
HSNL	AVDR	Sp	2
HSNR	AVDR	Sp	1
LUAL	AVDR	Rp	2
LUAL	AVDR	Sp	2
LUAR	AVDR	Sp	3
PHAL	AVDR	Sp	1
PHBR	AVDR	Sp	1
PLMR	AVDR	Sp	4
PQR	AVDR	R	1
PQR	AVDR	Sp	6
PVCL	AVDR	Sp	2
PVCR	AVDR	Sp	1
PVNL	AVDR	Sp	3
PVNR	AVDR	Sp	1
PVPL	AVDR	Sp	2
PVWR	AVDR	Sp	1
RIBL	AVDR	Sp	1
SABD	AVDR	Rp	1
SABVL	AVDR	Rp	3
SABVR	AVDR	Rp	1
VA02	AVDR	R	1
VA03	AVDR	R	2
VA06	AVDR	Rp	1
VA11	AVDR	Rp	1
ADAL	AVEL	Sp	1
ADAR	AVEL	Sp	1
ADEL	AVEL	Sp	1
AIBR	AVEL	Sp	1
AIZR	AVEL	Sp	4
ALA	AVEL	Sp	2
ALML	AVEL	Sp	1
AS01	AVEL	Rp	1
AUAL	AVEL	Sp	3
AVAL	AVEL	R	2
AVAL	AVEL	Rp	10
AVAR	AVEL	R	4
AVAR	AVEL	Rp	3
AVAR	AVEL	Sp	2
AVBL	AVEL	S	1
AVER	AVEL	EJ	1
RIML	AVEL	EJ	2
RIMR	AVEL	EJ	3
RMDVR	AVEL	EJ	1
RMEV	AVEL	EJ	1
AVG	AVEL	Sp	1
AVJL	AVEL	S	1
AVKL	AVEL	Sp	2
AVL	AVEL	Sp	1
BAGL	AVEL	Sp	1
BAGR	AVEL	S	2
BAGR	AVEL	Sp	2
CEPDR	AVEL	Sp	6
CEPVR	AVEL	S	1
CEPVR	AVEL	Sp	4
DA01	AVEL	Rp	5
DA02	AVEL	Rp	1
DA03	AVEL	R	1
DA03	AVEL	Rp	2
DA04	AVEL	Rp	1
DVA	AVEL	S	3
DVA	AVEL	Sp	6
FLPR	AVEL	Sp	4
IL1R	AVEL	Sp	1
IL2L	AVEL	Sp	1
OLLR	AVEL	S	1
OLLR	AVEL	Sp	15
PVCL	AVEL	Sp	2
PVCR	AVEL	Rp	1
PVCR	AVEL	Sp	1
PVNL	AVEL	S	1
PVNR	AVEL	S	2
PVNR	AVEL	Sp	1
PVT	AVEL	Rp	1
RIBL	AVEL	S	1
RIBL	AVEL	Sp	1
RIBR	AVEL	S	2
RIBR	AVEL	Sp	1
RIGL	AVEL	S	1
RIGL	AVEL	Sp	1
RIS	AVEL	Sp	7
RMGL	AVEL	Sp	2
SABD	AVEL	Rp	6
SABVL	AVEL	Rp	7
SABVR	AVEL	Rp	3
SDQL	AVEL	Sp	1
URXL	AVEL	S	3
URXL	AVEL	Sp	1
URYDR	AVEL	Sp	2
URYVR	AVEL	Sp	6
VA01	AVEL	Rp	5
VA03	AVEL	R	1
VA03	AVEL	Rp	2
VD02	AVEL	Rp	1
VD03	AVEL	Rp	1
ADER	AVER	S	1
AIML	AVER	Sp	1
AIZL	AVER	Sp	5
AIZR	AVER	S	1
AIZR	AVER	Sp	1
ALA	AVER	S	1
ALA	AVER	Sp	1
AS01	AVER	R	1
AS01	AVER	Rp	2
AS02	AVER	Rp	2
AS03	AVER	R	1
ASHR	AVER	Sp	3
AUAR	AVER	S	1
AUAR	AVER	Sp	3
AVAL	AVER	R	2
AVAL	AVER	Rp	5
AVAR	AVER	Rp	16
AVAR	AVER	Sp	2
AVBL	AVER	Sp	2
AVDR	AVER	Rp	1
AVEL	AVER	EJ	1
RIML	AVER	EJ	3
RIMR	AVER	EJ	2
RMDVL	AVER	EJ	1
RMDVR	AVER	EJ	1
RMEV	AVER	EJ	1
AVG	AVER	Sp	1
AVJR	AVER	S	1
AVJR	AVER	Sp	2
AVKL	AVER	Sp	1
BAGL	AVER	S	1
BAGL	AVER	Sp	3
CEPDL	AVER	S	1
CEPDL	AVER	Sp	4
CEPVL	AVER	S	1
CEPVL	AVER	Sp	2
DA01	AVER	Rp	5
DA02	AVER	R	1
DA02	AVER	Rp	2
DA03	AVER	R	1
DB03	AVER	Rp	1
DVA	AVER	S	2
DVA	AVER	Sp	3
FLPR	AVER	Sp	2
IL1L	AVER	Sp	2
IL1R	AVER	Sp	1
OLLL	AVER	S	3
OLLL	AVER	Sp	18
PVCL	AVER	Sp	1
PVCR	AVER	Sp	1
PVPL	AVER	Sp	1
RIBL	AVER	S	3
RIBL	AVER	Sp	2
RIBR	AVER	S	1
RIBR	AVER	Sp	1
RIGL	AVER	Sp	1
RIGR	AVER	S	2
RIS	AVER	Sp	7
RMGR	AVER	Sp	3
SABD	AVER	Rp	2
SABVL	AVER	Rp	3
SABVR	AVER	Rp	3
URXR	AVER	S	2
URYDL	AVER	Sp	2
URYDR	AVER	Sp	2
URYVL	AVER	Sp	5
VA01	AVER	Rp	1
VA02	AVER	Rp	1
VA03	AVER	R	2
VA04	AVER	Rp	1
VA05	AVER	R	1
AIML	AVFL	S	1
AIML	AVFL	Sp	3
AIMR	AVFL	S	1
AIMR	AVFL	Sp	1
AVBL	AVFL	Rp	1
AVBR	AVFL	Rp	2
AVFR	AVFL	EJ	23
AVHL	AVFL	EJ	2
AVHR	AVFL	EJ	3
PVQR	AVFL	EJ	1
AVFR	AVFL	R	1
AVFR	AVFL	Rp	6
AVFR	AVFL	Sp	1
AVG	AVFL	R	1
AVG	AVFL	Rp	1
AVG	AVFL	S	1
AVHL	AVFL	Rp	2
AVHL	AVFL	Sp	1
AVHR	AVFL	R	3
AVHR	AVFL	Rp	1
AVHR	AVFL	Sp	2
AVJL	AVFL	Rp	1
AVJR	AVFL	R	1
AVL	AVFL	Rp	1
HSNL	AVFL	Rp	1
HSNL	AVFL	S	1
HSNL	AVFL	Sp	5
HSNR	AVFL	S	1
HSNR	AVFL	Sp	1
PDER	AVFL	Rp	1
PHAL	AVFL	Sp	3
PHBR	AVFL	Sp	1
PVNL	AVFL	Rp	2
PVQL	AVFL	Rp	1
PVQR	AVFL	Rp	1
RIFR	AVFL	Sp	1
VB01	AVFL	R	1
VB01	AVFL	Rp	0
VC05	AVFL	S	1
AIML	AVFR	Sp	1
AIMR	AVFR	S	1
